HORARIO_FUNCIONAMENTO;OPCOES_DE_SERVICO;URL
"terça-feira
12:00–00:00
quarta-feira
12:00–00:00
quinta-feira
12:00–00:00
sexta-feira
12:00–03:00
sábado
12:00–03:00
domingo
12:00–00:00
segunda-feira
12:00–00:00";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/VEZPA+PIZZAS+RJ+RIO+DE+JANEIRO+GAVEA
"terça-feira
Fechado
quarta-feira
17:00–00:00
quinta-feira
17:00–00:00
sexta-feira
17:00–01:00
sábado
17:00–02:00
domingo
17:00–00:00
segunda-feira
Fechado";"Opções de serviço
Mesas externas
Retirada na porta
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/BAR+DO+NAIRO+PR+CAFEARA+CENTRO
;;https://www.google.com/maps/search/LAS+NENAS+CAFE+E+BISTRO+GO+GOIANIA+ST+MARISTA
;;https://www.google.com/maps/search/NOSSAS+DELICIAS+AL+MACEIO+TABULEIRO+DO+MARTINS
;;https://www.google.com/maps/search/REST+LUCI+EQNN+7/9+RESTAURANTES+191DF+EIRELI-ME+DF+BRASILIA+CEILANDIA+NORTE+(CEILANDIA)
;;https://www.google.com/maps/search/JIN+JIN+WOK+GO+GOIANIA+JARDIM+GOIAS
;;https://www.google.com/maps/search/RESTAURANTE+PORTO+GALEAO+RN+BAIA+FORMOSA+CENTRO
"terça-feira
10:00–21:00
quarta-feira
10:00–21:00
quinta-feira
10:00–21:00
sexta-feira
10:00–21:00
sábado
10:00–21:00
domingo
12:30–21:00
segunda-feira
10:00–21:00";"Opções de serviço
Entrega
Retirada na loja
Compras na loja
Para viagem
Refeição no local";https://www.google.com/maps/search/Chiquinho+Sorvetes+PR+GUARAPUAVA+CENTRO
"terça-feira
16:00–00:00
quarta-feira
16:00–00:00
quinta-feira
16:00–00:00
sexta-feira
12:00–00:00
sábado
12:00–00:00
domingo
Atendimento 24 horas
segunda-feira
Fechado";"Opções de serviço
Mesas externas
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/KA+CHURRASCO+PUB+AL+MACEIO+CRUZ+DAS+ALMAS
;;https://www.google.com/maps/search/TAVERNA+S+PIZZERIA+RS+CARLOS+BARBOSA+CENTRO
"terça-feira
09:30–21:30
quarta-feira
09:30–21:30
quinta-feira
09:30–21:30
sexta-feira
09:30–21:30
sábado
09:30–22:00
domingo
Fechado
segunda-feira
Fechado";"Opções de serviço
Para viagem
Refeição no local";https://www.google.com/maps/search/LANCHONETE+E+SORVETERIA+SABOR+DO+SUL+SC+TUNAPOLIS+CENTRO
"terça-feira
13:00–20:30
quarta-feira
13:00–20:30
quinta-feira
13:00–20:30
sexta-feira
13:00–20:30
sábado
13:00–20:30
domingo
14:00–20:00
segunda-feira
13:00–20:30";"Opções de serviço
Retirada na porta
Entrega sem contato
Entrega
Retirada na loja
Compras na loja
Para viagem
Refeição no local
Entrega no mesmo dia";https://www.google.com/maps/search/ESTACAO+DO+ACAI+MG+BARAO+DE+COCAIS+CENTRO
"terça-feira
Fechado
quarta-feira
18:00–00:00
quinta-feira
18:00–00:00
sexta-feira
18:30–03:00
sábado
18:30–03:00
domingo
18:00–00:00
segunda-feira
Fechado";"Opções de serviço
Mesas externas
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/THE+SPOILER+CLUB+BAR+AL+MACEIO+JATIUCA
"terça-feira
17:00–00:00
quarta-feira
17:00–00:00
quinta-feira
17:00–00:00
sexta-feira
17:00–00:00
sábado
09:00–00:00
domingo
09:00–00:00
segunda-feira
Fechado";"Opções de serviço
Mesas externas
Refeição no local";https://www.google.com/maps/search/MONTEIROS+BAR+PI+MARCOLANDIA+CENTRO
"terça-feira
09:00–16:00
quarta-feira
09:00–16:00
quinta-feira
09:00–16:00
sexta-feira
09:00–16:00
sábado
09:00–16:00
domingo
09:00–16:00
segunda-feira
09:00–16:00";"Da empresa
Se identifica como uma empresa de empreendedoras";https://www.google.com/maps/search/MOJICA+PRAIA+AL+MARECHAL+DEODORO+FRANCES
;;https://www.google.com/maps/search/BABASON+ALIMENTACAO+AL+MACEIO+POCO
"terça-feira
09:00–19:00
quarta-feira
Fechado
quinta-feira
Fechado
sexta-feira
Fechado
sábado
10:00–19:00
domingo
10:00–19:00
segunda-feira
Fechado";"Opções de serviço
Mesas externas
Refeição no local";https://www.google.com/maps/search/WAIMEA+SECRET+BAR+SC+SAO+FRANCISCO+DO+SUL+PAULAS
"terça-feira
18:00–22:00
quarta-feira
18:00–22:00
quinta-feira
18:00–22:00
sexta-feira
18:00–22:00
sábado
18:00–22:00
domingo
18:00–22:00
segunda-feira
Fechado";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/Bela+Gula+Pizzaria+Ltda+RS+NOVA+PRATA+CENTRO
"terça-feira
17:00–23:00
quarta-feira
17:00–23:00
quinta-feira
17:00–23:00
sexta-feira
17:00–23:00
sábado
17:00–23:00
domingo
17:00–23:00
segunda-feira
17:00–23:00";"Opções de serviço
Mesas externas
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/BAGUETES+PILAD+REBUA+MS+BONITO+CENTRO
"terça-feira
11:00–23:00
quarta-feira
11:00–23:00
quinta-feira
11:00–23:00
sexta-feira
11:00–23:00
sábado
11:00–23:00
domingo
11:00–16:00
segunda-feira
11:00–23:00";"Opções de serviço
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/Restaurante+Pirão+ES+VITORIA+PRAIA+DO+CANTO
"terça-feira
11:00–13:30
quarta-feira
11:00–13:30
quinta-feira
11:00–13:30
sexta-feira
11:00–13:30
sábado
11:00–13:30
domingo
Fechado
segunda-feira
11:00–13:30";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/HELENA+RESTAURANTE+SC+DESCANSO+CENTRO
"terça-feira
11:30–15:00
19:00–22:00
quarta-feira
11:30–15:00
19:00–22:00
quinta-feira
11:30–15:00
19:00–22:00
sexta-feira
11:30–15:00
19:00–22:00
sábado
11:30–15:00
19:00–22:00
domingo
11:30–15:00
19:00–22:00
segunda-feira
11:30–15:00
19:00–22:00";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/LA+PASTA+GIALLA+PR+LONDRINA+GLEBA+FAZENDA+PALHANO
;;https://www.google.com/maps/search/SABOR+DE+MINAS+MG+TIRADENTES+CENTRO
;;https://www.google.com/maps/search/Dilmar+Jair+Petry+SC+SAO+JOAO+DO+OESTE+INTERIOR
"terça-feira
11:30–14:30
quarta-feira
11:30–14:30
quinta-feira
11:30–14:30
sexta-feira
11:30–14:30
sábado
11:30–15:00
domingo
11:30–15:00
segunda-feira
11:30–14:30";"Opções de serviço
Para viagem
Refeição no local
Entrega";https://www.google.com/maps/search/RESTAURANTE+POUSO+NOVO+GRAMADO+RS+GRAMADO+CENTRO
;;https://www.google.com/maps/search/POINT+DO+JUNIN+GO+URUACU+CENTRAL
;;https://www.google.com/maps/search/GRAND+COFFEE+HALL+BISTRO+SP+SAO+PAULO+CIDADE+MONCOES
;;https://www.google.com/maps/search/RESTAURANTE+JANGADEIRO+RN+TOUROS+SAO+JOSE
;;https://www.google.com/maps/search/Central+Lanches+AL+IGACI+CENTRO
;;https://www.google.com/maps/search/MAILING+PUB+MUSIC+SC+SOMBRIO+CENTRO
"terça-feira
Fechado
quarta-feira
18:00–23:00
quinta-feira
18:00–23:00
sexta-feira
12:00–23:00
sábado
12:00–23:00
domingo
12:00–22:30
segunda-feira
Fechado";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/MATTURADO+BBQ+GO+GOIANIA+SETOR+MARISTA
;;https://www.google.com/maps/search/LANCHES+BEIRA+RIO+PR+SAPOPEMA+SALTO+DAS+ORQUIDEAS
;;https://www.google.com/maps/search/PARADA+OBRIGATORIA+MG+URUCANIA+Zona+Rural
"terça-feira
11:00–16:00
quarta-feira
11:00–16:00
quinta-feira
11:00–16:00
sexta-feira
11:00–16:00
sábado
11:00–16:00
domingo
11:00–16:00
segunda-feira
11:00–16:00";"Opções de serviço
Mesas externas
Para viagem
Refeição no local";https://www.google.com/maps/search/RESTAURANTE+ALHO+E+OLEO+RN+CEARA-MIRIM+PRAIA+DE+JACUMA
;;https://www.google.com/maps/search/DIVINO+FOGAO+SP+SAO+PAULO+JARDIM+PIRITUBA
;;https://www.google.com/maps/search/DRIKA+RESTAURANTE+E+PETISCARIA+RN+NATAL+LAGOA+NOVA
;;https://www.google.com/maps/search/OLIVIO+SP+SAO+PAULO+VILA+MADALENA
"terça-feira
18:00–00:00
quarta-feira
18:00–00:00
quinta-feira
18:00–00:00
sexta-feira
18:00–00:00
sábado
18:00–00:00
domingo
18:00–00:00
segunda-feira
18:00–00:00";"Da empresa
Se identifica como uma empresa de empreendedoras";https://www.google.com/maps/search/X+CONCEICAO+LANCHES+E+PORCOES+SC+FLORIANOPOLIS+LAGOA+DA+CONCEICAO
;;https://www.google.com/maps/search/32855523877+SP+SAO+PAULO+VILA+MADALENA
;;https://www.google.com/maps/search/MARINHEIRO+BEACH+AL+MARAGOGI+POV+ANTUNES
"terça-feira
19:00–23:30
quarta-feira
19:00–23:30
quinta-feira
19:00–23:30
sexta-feira
19:00–23:30
sábado
19:00–23:30
domingo
Fechado
segunda-feira
19:00–23:30";"Da empresa
Se identifica como uma empresa de empreendedoras";https://www.google.com/maps/search/DAYWA+SUSHI+SC+ITAJAI+DOM+BOSCO
"terça-feira
08:00–16:00
quarta-feira
08:00–16:00
quinta-feira
08:00–16:00
sexta-feira
08:00–16:00
sábado
08:00–16:00
domingo
08:00–16:00
segunda-feira
08:00–16:00";"Opções de serviço
Mesas externas
Para viagem
Refeição no local";https://www.google.com/maps/search/SOBRE+ONDAS+-+RESTAURANTE+AL+MARECHAL+DEODORO+PRAIA+DO+FRANCES
;;https://www.google.com/maps/search/MARGHERITA+PIZZA+&+WINE+BAR+SC+LAGES+CENTRO
"terça-feira
11:15–13:15
quarta-feira
11:15–13:15
quinta-feira
11:15–13:15
sexta-feira
11:15–13:15
sábado
11:30–13:30
domingo
Fechado
segunda-feira
11:15–13:15";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/ENGENHOS+GRILL+SC+SEARA+CENTRO
;;https://www.google.com/maps/search/PISCINAO+DE+ROMA+PB+BANANEIRAS+DISTRITO+DE+ROMA
"terça-feira
12:00–23:30
quarta-feira
12:00–23:30
quinta-feira
12:00–23:30
sexta-feira
12:00–23:30
sábado
12:00–23:30
domingo
12:00–21:30
segunda-feira
12:00–23:30";"Opções de serviço
Retirada na porta
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/MANIA+DE+CHURRASCO+PRIME+STEAK+HOUSE++SP+SAO+PAULO+SAUDE
;;https://www.google.com/maps/search/MARIANINA+CAFE+SP+CRUZEIRO+RETIRO+DA+MANTIQUEIRA
"terça-feira
Fechado
quarta-feira
18:00–23:30
quinta-feira
18:00–23:30
sexta-feira
18:00–23:30
sábado
11:00–23:30
domingo
11:00–23:30
segunda-feira
Fechado";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/Bakaninhas+Frango+Frito+SP+SANTA+RITA+DO+PASSA+QUATRO+JARDIM+PLANALTO
;;https://www.google.com/maps/search/CHURRASCARIA+E+LANCHONETE+ESTRELA+AZUL+SP+JUQUIA+RIBEIRAO+DAS+ONCAS
;;https://www.google.com/maps/search/PIACABA+RESTAURANTE+BA+ITUBERA+SAO+VICENTE
"terça-feira
18:00–22:00
quarta-feira
18:00–22:00
quinta-feira
18:00–22:00
sexta-feira
18:00–22:00
sábado
18:00–22:00
domingo
18:00–22:00
segunda-feira
18:00–22:00";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/SUKASA+-+SUSHIS+E+TEMAKIS+PB+JOAO+PESSOA+JARDIM+OCEANIA
;;https://www.google.com/maps/search/CAFE+CENTRAL+SC+LAGES+CENTRO
"terça-feira
09:00–22:00
quarta-feira
09:00–22:00
quinta-feira
09:00–22:00
sexta-feira
09:00–23:00
sábado
09:00–23:00
domingo
09:00–21:00
segunda-feira
Fechado";"Opções de serviço
Mesas externas
Retirada na porta
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/RESTAURANTE+PORTO+REAL+BA+UNA+COMANDATUBA
"terça-feira
Atendimento 24 horas
quarta-feira
Atendimento 24 horas
quinta-feira
Atendimento 24 horas
sexta-feira
Atendimento 24 horas
sábado
Atendimento 24 horas
domingo
Atendimento 24 horas
segunda-feira
Atendimento 24 horas";"Opções de serviço
Mesas externas
Para viagem
Refeição no local";https://www.google.com/maps/search/BARRACA+AZUL+RN+FERNANDO+PEDROZA+CENTRO
;;https://www.google.com/maps/search/BAR+DO+NINO+SC+TIJUCAS+JOAIA
;;https://www.google.com/maps/search/LANCHONETE+PRIMORDIAL+AL+SAO+JOSE+DA+TAPERA+POVOADO
;;https://www.google.com/maps/search/PALADAR+MG+ITAOBIM+CENTRO
"terça-feira
10:00–22:00
quarta-feira
10:00–22:00
quinta-feira
10:00–22:00
sexta-feira
10:00–22:00
sábado
10:00–22:00
domingo
10:00–22:00
segunda-feira
10:00–22:00";"Opções de serviço
Mesas externas
Para viagem
Refeição no local";https://www.google.com/maps/search/RESTAURANTE+GRANDE+LAU+AL+SAO+MIGUEL+DOS+MILAGRES+PORTO+DA+RUA
;;https://www.google.com/maps/search/MERCEARIA+&+BAR+ARAUJO+TO+MONTE+DO+CARMO+VILA+NOVA
"terça-feira
19:00–23:00
quarta-feira
19:00–23:00
quinta-feira
19:00–23:00
sexta-feira
19:00–23:00
sábado
19:00–23:00
domingo
19:00–23:00
segunda-feira
Fechado";"Opções de serviço
Mesas externas
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/SUSHIKO+SUSHI+BAR+SC+PINHALZINHO+CENTRO
"terça-feira
12:00–15:00
18:00–23:00
quarta-feira
12:00–15:00
18:00–23:00
quinta-feira
12:00–15:00
18:00–23:00
sexta-feira
12:00–23:00
sábado
12:00–23:00
domingo
12:00–17:00
segunda-feira
Fechado";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/OBARA+RESTAURANTE+SP+SAO+PAULO+VILA+MADALENA
;;https://www.google.com/maps/search/DOGUERIA+DO+JORGINHO+PA+SANTAREM+ALTER+DO+CHAO
"terça-feira
12:00–23:30
quarta-feira
12:00–23:30
quinta-feira
12:00–23:30
sexta-feira
12:00–23:30
sábado
12:00–23:30
domingo
12:00–21:30
segunda-feira
12:00–23:30";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/MANIA+DE+CHURRASCO+PRIME+STEAK+HOUSE++SP+SAO+PAULO+JARDIM+UMUARAMA
;;https://www.google.com/maps/search/BAR+DO+MARCELO+PB+CAMALAU+CENTRO
;;https://www.google.com/maps/search/King+Temaki+PR+CURITIBA+SANTA+FELICIDADE
;;https://www.google.com/maps/search/BARBA+RUIVA+RESTAURANTE+ES+DOMINGOS+MARTINS+SEDE
;;https://www.google.com/maps/search/BAR+DA+LEIDE+AL+CORURIPE+CENTRO
;;https://www.google.com/maps/search/SUBWAY+MANTIQUEIRA+MG+BELO+HORIZONTE+CENTRO
"terça-feira
18:00–00:00
quarta-feira
18:00–00:00
quinta-feira
18:00–00:00
sexta-feira
18:00–00:00
sábado
18:00–00:00
domingo
18:00–00:00
segunda-feira
18:00–00:00";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/RESTAURANTE+E+PIZZARIA+DO+ITALIANO+PA+SANTAREM+ALTER+DO+CHAO
"terça-feira
19:00–23:30
quarta-feira
19:00–23:30
quinta-feira
19:00–23:30
sexta-feira
19:00–23:30
sábado
11:30–14:30
19:00–23:30
domingo
Fechado
segunda-feira
19:00–23:30";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/LA+MAFIA+TRATTORIA+PR+CASCAVEL+CENTRO
"terça-feira
11:30–15:30
18:30–23:00
quarta-feira
11:30–15:30
18:30–23:00
quinta-feira
11:30–15:30
18:30–00:00
sexta-feira
11:30–15:30
18:30–00:00
sábado
11:30–15:30
18:30–00:00
domingo
12:00–15:30
segunda-feira
Fechado";"Da empresa
Se identifica como uma empresa de empreendedoras";https://www.google.com/maps/search/TOSCANA++VINHO+&+CAFE+AL+MACEIO+GRUTA+DE+LOURDES
"terça-feira
11:00–14:00
quarta-feira
11:00–14:00
quinta-feira
11:00–14:00
sexta-feira
11:00–14:00
19:00–00:00
sábado
11:00–14:00
18:00–00:00
domingo
18:00–00:00
segunda-feira
11:00–14:00";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/GRELHA+UAI+MG+CARANAIBA+CENTRO
;;https://www.google.com/maps/search/PIZZERIA+PERTO+DA+PRACA+MG+TIRADENTES+CENTRO
;;https://www.google.com/maps/search/00+PIZZERIA+RJ+NITEROI+PIRATININGA
"terça-feira
17:00–23:00
quarta-feira
17:00–23:00
quinta-feira
17:00–23:00
sexta-feira
17:00–23:00
sábado
17:00–23:00
domingo
17:00–23:00
segunda-feira
17:00–23:00";"Opções de serviço
Mesas externas
Retirada na porta
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/PASTELARIA+DO+VALE+SC+JOACABA+CENTRO
"terça-feira
10:00–22:00
quarta-feira
10:00–22:00
quinta-feira
10:00–22:00
sexta-feira
10:00–22:00
sábado
10:00–22:00
domingo
11:00–21:00
segunda-feira
10:00–22:00";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/Casa+do+Pão+de+Queijo++SP+SAO+PAULO+JARDIM+IRIS
;;https://www.google.com/maps/search/SPECIALE+PI+TERESINA+SAO+PEDRO
;;https://www.google.com/maps/search/MOA+GRÃO+SP+SAO+PAULO+JARDIM+SAO+LUIS
"terça-feira
11:00–14:00
quarta-feira
11:00–14:00
quinta-feira
11:00–14:00
sexta-feira
11:00–14:00
sábado
11:00–14:00
domingo
Fechado
segunda-feira
11:00–14:00";"Opções de serviço
Mesas externas
Retirada na porta
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/WALTIM+RESTAURANTE+MG+MONTE+CARMELO+CENTRO
"terça-feira
10:00–22:00
quarta-feira
10:00–22:00
quinta-feira
10:00–22:00
sexta-feira
10:00–22:00
sábado
10:00–22:00
domingo
10:00–22:00
segunda-feira
10:00–22:00";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/BOB'S+GARDEN+RR+BOA+VISTA+CACARI
"terça-feira
18:00–22:30
quarta-feira
18:00–22:30
quinta-feira
18:00–22:30
sexta-feira
18:00–22:30
sábado
18:00–22:30
domingo
18:00–22:30
segunda-feira
Fechado";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/BOCA+LOKA+RS+CARLOS+BARBOSA+CENTRO
;;https://www.google.com/maps/search/Urano+lanchonete+ltda+RJ+NOVA+IGUACU+COMENDADOR+SOARES
;;https://www.google.com/maps/search/OBA+OBA+LANCHONETE+MG+PASSOS+CENTRO
"terça-feira
09:00–19:00
quarta-feira
09:00–19:00
quinta-feira
09:00–19:00
sexta-feira
09:00–19:00
sábado
09:00–19:00
domingo
Fechado
segunda-feira
09:00–19:00";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/EMPADAS+PORTO+BELO+SC+PORTO+BELO+PEREQUE
"terça-feira
18:30–00:00
quarta-feira
18:30–00:00
quinta-feira
18:30–00:00
sexta-feira
18:30–00:00
sábado
18:30–00:00
domingo
Fechado
segunda-feira
18:30–00:00";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/Hamburgueria+Vitoria+PR+TOLEDO+JARDIM+SANTA+MARIA
;;https://www.google.com/maps/search/PARADA+DA+GELADA+PI+PAULISTANA+CENTRO
;"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/NEGRONI+SP+SAO+PAULO+PINHEIROS
;;https://www.google.com/maps/search/PORAO+MUSIK+BAR+ES+DOMINGOS+MARTINS+CENTRO
"terça-feira
10:00–23:00
quarta-feira
10:00–23:00
quinta-feira
10:00–23:30
sexta-feira
10:00–01:00
sábado
10:00–01:00
domingo
10:00–23:30
segunda-feira
10:00–23:00";"Opções de serviço
Entrega sem contato
Entrega
Retirada na loja
Compras na loja
Para viagem
Refeição no local";https://www.google.com/maps/search/BELLUCCI+CE+FORTALEZA+MEIRELES
;;https://www.google.com/maps/search/BAR+RODOVIARIO+MG+SERRA+DO+SALITRE+DAS+FLORES
"terça-feira
11:00–22:00
quarta-feira
11:00–22:00
quinta-feira
11:00–22:00
sexta-feira
11:00–22:00
sábado
11:00–02:00
domingo
11:00–18:00
segunda-feira
Fechado";"Opções de serviço
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/STEAK+BURG+RN+MACAU+PRAIA+DE+CAMAPUM
"terça-feira
11:00–22:00
quarta-feira
11:00–22:00
quinta-feira
11:00–22:00
sexta-feira
11:00–22:00
sábado
11:00–22:00
domingo
11:00–22:00
segunda-feira
11:00–22:00";"Opções de serviço
Para viagem
Refeição no local";https://www.google.com/maps/search/RESTAURANTE+DONA+TECA+RN+MOSSORO+NOVA+BETANIA
"terça-feira
17:00–03:00
quarta-feira
17:00–03:00
quinta-feira
17:00–03:00
sexta-feira
16:00–03:00
sábado
16:00–03:00
domingo
17:00–03:00
segunda-feira
Fechado";"Opções de serviço
Mesas externas
Para viagem
Refeição no local
Entrega";https://www.google.com/maps/search/BOTECO+DA+BOLA+SPORT+BAR+AL+MACEIO+JATIUCA
;;https://www.google.com/maps/search/Salão+Aconchego+SP+POTIM+MIGUEL+VIEIRA
;;https://www.google.com/maps/search/DELLA+NONNA+TRATTORIA+MG+EXTREMA+CENTRO
;;https://www.google.com/maps/search/BREJA+E+ESPETINHO+BA+MUCURI+POR+DO+SOL
;;https://www.google.com/maps/search/BAR+DA+DONA+EDY+TO+NOVA+ROSALANDIA+CENTRO
"terça-feira
12:00–23:00
quarta-feira
12:00–23:00
quinta-feira
12:00–23:00
sexta-feira
12:00–23:00
sábado
12:00–23:00
domingo
12:00–23:00
segunda-feira
12:00–23:00";"Opções de serviço
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/LAS+LENAS+PARRILLA+URUGUAIA+SC+BALNEARIO+CAMBORIU+ESTADOS
;;https://www.google.com/maps/search/LANCHONETE+DA+NENEM+MG+ILICINEA+CENTRO
;;https://www.google.com/maps/search/Antonios+Gourmet++ES+GUACUI+ZONA+RURAL
;;https://www.google.com/maps/search/RESTAURANTE+DO+VOZINHO+RN+TOUROS+PEROBAS
;;https://www.google.com/maps/search/MORRO+BRANCO+BEACH+TURISMO+CE+BEBERIBE+MORRO+BRANCO
;;https://www.google.com/maps/search/MIRANTE+CLUB+CE+IPUEIRAS+MATRIZ+DE+SAO+GONCALO
"terça-feira
11:30–14:30
19:30–23:00
quarta-feira
11:30–14:30
19:30–23:00
quinta-feira
11:30–14:30
19:30–23:00
sexta-feira
11:30–14:30
19:30–23:00
sábado
11:30–14:30
19:30–23:00
domingo
11:30–15:00
19:30–23:00
segunda-feira
11:30–14:30
19:30–23:00";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/Restaurante+La+Gondola+++PR+PONTA+GROSSA+CENTRO
"terça-feira
11:30–14:30
quarta-feira
11:30–14:30
quinta-feira
11:30–14:30
sexta-feira
11:30–14:30
sábado
11:30–14:30
domingo
12:00–15:00
segunda-feira
11:30–14:30";"Opções de serviço
Mesas externas
Para viagem
Refeição no local";https://www.google.com/maps/search/VILA+NATURAL+RESTAURANTE+SC+FLORIANOPOLIS+RIO+TAVARES
;;https://www.google.com/maps/search/WAGNER+JOSE+DE+OLIVEIRA+JUNIOR+SP+SAO+PAULO+VILA+BUARQUE
"terça-feira
Fechado
quarta-feira
Fechado
quinta-feira
Fechado
sexta-feira
21:00–06:00
sábado
21:00–06:00
domingo
Fechado
segunda-feira
Fechado";"Opções de serviço
Refeição no local";https://www.google.com/maps/search/ARENA+BAR+E+BOTECO+PR+CASCAVEL+CENTRO
"terça-feira
Fechado
quarta-feira
17:30–00:00
quinta-feira
17:30–00:00
sexta-feira
17:30–00:00
sábado
17:30–00:00
domingo
17:30–00:00
segunda-feira
17:30–00:00";"Opções de serviço
Mesas externas
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/GAULISTA+LANCHES+SP+NARANDIBA+CENTRO
;;https://www.google.com/maps/search/ORIGINALE+EXPERIENCE+TO+PALMAS+PLANO+DIRETOR+SUL
"terça-feira
08:00–23:00
quarta-feira
08:00–23:00
quinta-feira
08:00–23:00
sexta-feira
08:00–23:00
sábado
08:00–23:00
domingo
16:00–00:00
segunda-feira
08:00–23:00";"Opções de serviço
Retirada na porta
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/RESTAURANTE+&+LANCHERIA+CERUTTI+SC+MODELO+CENTRO
;;https://www.google.com/maps/search/TIO+ARMENIO+CE+FORTALEZA+EDSON+QUEIROZ
"terça-feira
18:00–22:30
quarta-feira
18:00–22:30
quinta-feira
18:00–22:30
sexta-feira
18:00–22:30
sábado
18:00–22:20
domingo
18:00–22:30
segunda-feira
18:00–22:30";"Opções de serviço
Mesas externas
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/LANCHONETE+ZAP+ZAP+MS+BONITO+ZONA+RURAL
"terça-feira
10:00–00:00
quarta-feira
10:00–00:00
quinta-feira
10:00–00:00
sexta-feira
10:00–00:00
sábado
10:00–23:00
domingo
10:00–22:00
segunda-feira
10:00–00:00";"Opções de serviço
Mesas externas
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/BAR+E+PETISCARIA+REI+DO+BAIAO+ES+VITORIA+PRAIA+DO+CANTO
"terça-feira
17:00–00:00
quarta-feira
17:00–00:00
quinta-feira
17:00–00:00
sexta-feira
17:00–00:00
sábado
17:00–00:00
domingo
17:00–00:00
segunda-feira
Atendimento 24 horas";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/ARMAZEM+DO+CHOPP+SC+MASSARANDUBA+CENTRO
"terça-feira
Atendimento 24 horas
quarta-feira
Atendimento 24 horas
quinta-feira
Atendimento 24 horas
sexta-feira
Atendimento 24 horas
sábado
Atendimento 24 horas
domingo
Atendimento 24 horas
segunda-feira
Atendimento 24 horas";"Opções de serviço
Mesas externas
Retirada na porta
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/LANCHONETE+PARANA+PE+TRINDADE+LOTEAMENTO+VISTA+DA+TORRE
;;https://www.google.com/maps/search/TRATTORIA+DI+PRIMA+MG+ITABIRA+PARA
"terça-feira
19:00–00:00
quarta-feira
19:00–00:00
quinta-feira
19:00–00:00
sexta-feira
19:00–00:00
sábado
19:00–00:00
domingo
Fechado
segunda-feira
19:00–00:00";"Opções de serviço
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/MR++BULL+TO+PALMAS+PLANO+DIRETOR+SUL
;;https://www.google.com/maps/search/CHO+STREET+FOOD+PR+CURITIBA+CENTRO
